ID_CREDITO,USUARIO
102037,AMOLINA
23484,DARODRIGUEZ
93598,KCANCHIG
89016,GLOPEZ
103329,FLLERENA
27958,LMANOSALVAS
100899,EGUERRA
91485,MARCOS
25615,AMOLINA
94378,DARODRIGUEZ
99140,KCANCHIG
97944,GLOPEZ
87064,FLLERENA
104062,LMANOSALVAS
70682,EGUERRA
95219,MARCOS
26507,AMOLINA
102160,DARODRIGUEZ
97931,KCANCHIG
99031,GLOPEZ
95047,FLLERENA
86828,LMANOSALVAS
100594,EGUERRA
94749,MARCOS
98366,AMOLINA
91373,DARODRIGUEZ
100600,KCANCHIG
100049,GLOPEZ
91659,FLLERENA
95064,LMANOSALVAS
102078,EGUERRA
103475,MARCOS
99144,AMOLINA
101684,DARODRIGUEZ
102094,KCANCHIG
100149,GLOPEZ
98637,FLLERENA
99241,LMANOSALVAS
98289,EGUERRA
104682,MARCOS
93764,AMOLINA
102762,DARODRIGUEZ
102227,KCANCHIG
